kategorie,zarizeni,nazev_poskytovatele,adresa_poskytovatele,ico,nazev_zarizeni_poskytovatele,vedouci_zarizeni,adresa_zarizeni_poskytovatele,datum_sluzba_od,forma_poskytovani_soc_sluz,cilova_skupina_klientu,vekova_kategorie,pocet_luzek,provozni_doba,kontakty
denní stacionáře,Denní stacionáře (8532204),"Denní centrum pro seniory JIZERA, z. s.","Boleslavská 682, 294 01 Bakov nad Jizerou",22838457,"Denní centrum pro seniory Jizera, z.s.",Marcela Friedrichová,"Družstevní 1451, 295 01 Mnichovo Hradiště",1.2.2018,ambulantní,"osoby s chronickým duševním onemocněním
osoby s chronickým onemocněním
osoby s jiným zdravotním postižením
osoby se zdravotním postižením
senioři","dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet klientů - 30,"pondělí:
8:00 - 16:00
úterý:
8:00 - 16:00
středa:
8:00 - 16:00
čtvrtek:
8:00 - 16:00
pátek:
8:00 - 15:00
sobota:
neděle:","['725 787 577', 'info@dcjizera.cz', 'www.dcjizera.cz']"
denní stacionáře,Denní stacionáře (6333498),Denní rehabilitační stacionář pro tělesně a mentálně postižené Třebíč,"Družstevní 1079, Horka-Domky, 674 01 Třebíč 1",60419148,Denní rehabilitační stacionář pro tělesně a mentálně postižené Třebíč,Jana Vaníčková,"Družstevní 1079, Horka-Domky, 674 01 Třebíč 1",1.9.1994,ambulantní,"osoby s chronickým duševním onemocněním
osoby s kombinovaným postižením
osoby s mentálním postižením
osoby s tělesným postižením
osoby se zrakovým postižením
pouze děti s diagnózou tupozrakost a šilhavost do věku 10 let.","děti předškolního věku (1 - 6 let)
mladší děti (7 –10 let)
starší děti (11 – 15 let)
dorost (16 – 18 let)
mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)","počet klientů - 45
(do 31. 12. 2015 je stanovena kapacita 40 klientů)","pondělí:
6:00 - 15:30
úterý:
6:00 - 15:30
středa:
6:00 - 15:30
čtvrtek:
6:00 - 15:30
pátek:
6:00 - 15:30
sobota:
neděle:","['568 840 846', '568 840 846', 'rehabilitacni.stacionar@tiscali.cz', 'www.stacionar-trebic.cz']"
denní stacionáře,Denní stacionáře (2333254),Denní stacionář Klokan o. p. s.,"Janderova 436, Hořice, 508 01 Hořice v Podkrkonoší",2430428,Denní stacionář Klokan o. p. s.,Bc. Petr Jakl,"Janderova 436, Hořice, 508 01 Hořice v Podkrkonoší",1.5.2014,ambulantní,osoby s mentálním postižením,- osoby ve věku od 11 let,"počet klientů - 6
z toho max 3 uživatelé s vysokou mírou podpory (okamžitá kapacita)","pondělí:
7:00 - 16:00
úterý:
7:00 - 16:00
středa:
7:00 - 16:00
čtvrtek:
7:00 - 16:00
pátek:
7:00 - 11:00 - (určeno pro jednání se zájemcem o službu)
sobota:
neděle:","['725 977 228', 'info@klubklokanek.eu', 'jakl@klubklokanek.eu']"
denní stacionáře,Denní stacionáře (4969710),Dětská rehabilitace,"Hluboká 1117/23, 748 01 Hlučín",47811820,Dětská rehabilitace,Mgr. Radmila Löwová,"Hluboká 1117/23, 748 01 Hlučín",1.1.1994,ambulantní,"osoby s kombinovaným postižením
osoby s tělesným postižením
osoby se zdravotním postižením",děti předškolního věku (1 - 6 let),"počet klientů - 20
Děti do 7 let věku","pondělí:
6:30 - 15:00
úterý:
6:30 - 15:00
středa:
6:30 - 15:00
čtvrtek:
6:30 - 15:00
pátek:
6:30 - 15:00
sobota:
neděle:","['595041458', 'd.rehabilitace@seznam.cz', 'www.drh.cz']"
denní stacionáře,Denní stacionáře (3790182),"Dětské centrum Jilemnice, příspěvková organizace","Roztocká 994, 514 01 Jilemnice",68247877,Dětské centrum Jilemnice,Jaroslava Řehořková,"Roztocká 994, 514 01 Jilemnice",1.1.2007,ambulantní,"osoby s chronickým duševním onemocněním
osoby s chronickým onemocněním
osoby s jiným zdravotním postižením
osoby s kombinovaným postižením
osoby s mentálním postižením
osoby s tělesným postižením
osoby se zdravotním postižením","děti předškolního věku (1 - 6 let)
mladší děti (7 –10 let)
starší děti (11 – 15 let)","počet klientů - 20
Jedná se o maximální okamžitou kapacitu.","pondělí:
6:30 - 16:00 - dle potřeb klientů
úterý:
6:30 - 16:00 - dle potřeb klientů
středa:
6:30 - 16:00 - dle potřeb klientů
čtvrtek:
6:30 - 16:00 - dle potřeb klientů
pátek:
6:30 - 16:00 - dle potřeb klientů
sobota:
neděle:","['481 544 208', 'dcjilemnice@iol.cz', 'www.dcjilemnice.cz']"
denní stacionáře,Denní stacionáře (9314702),Dětské centrum Paprsek,"Šestajovická 580/19, Praha 14-Hloubětín, 198 00 Praha 98",70875413,"DC Paprsek, Středisko Hloubětín",Mgr. Naděžda Šolaja,"Šestajovická 580/19, Praha 14-Hloubětín, 198 00 Praha 98",1.4.1994,ambulantní,"osoby s kombinovaným postižením
vždy v kombinaci s mentálním postižením
osoby s mentálním postižením",od 2 do 40 let,"počet klientů - 87
Z toho: Středisko Hloubětín - 32, Středisko Prosek - 26, Středisko DAR - 29 klientů. Věkové rozložení klientů DC Paprsek: středisko Hloubětín 15 - 40 let, středisko Prosek 2 - 35 let, středisko DAR 2 - 26 let.","pondělí:
7:00 - 17:00
úterý:
7:00 - 17:00
středa:
7:00 - 17:00
čtvrtek:
7:00 - 17:00
pátek:
7:00 - 17:00
sobota:
neděle:","['281 045 931', 'hloubetin@dcpaprsek.org', 'www.dcpaprsek.org']"
denní stacionáře,Denní stacionáře (4297455),"Dětské centrum Semily, příspěvková organizace","Na Olešce 433, Podmoklice, 513 01 Semily",856134,Dětské centrum Semily,Ivana Pavlatová,"Na Olešce 433, Podmoklice, 513 01 Semily",1.1.2007,ambulantní,"osoby s chronickým duševním onemocněním
Služba je poskytována dětem s poruchou autistického spektra (PAS), které se přizpůsobí dětskému kolektivu a režimu v denním stacionáři.
osoby s chronickým onemocněním
osoby s jiným zdravotním postižením
osoby s kombinovaným postižením
osoby s mentálním postižením
osoby s tělesným postižením
osoby se sluchovým postižením
osoby se zdravotním postižením
rodiny s dítětem/dětmi
Služba je poskytována dětem ze sociálně znevýhodněných rodin a z kulturně odlišného prostředí.",sociální služba je poskytována pouze dětem před nástupem do 1. třídy ZŠ (tj. předškolním dětem max. do 7 let věku),"počet klientů - 15
Maximální kapacita zařízení je 15 dětí denně.","pondělí:
6:30 - 16:00
úterý:
6:30 - 16:00
středa:
6:30 - 16:00
čtvrtek:
6:30 - 16:00
pátek:
6:30 - 16:00
sobota:
neděle:","['731 511 338', '725 980 758', 'centrum.sm@tiscali.cz', 'www.dcsemily.cz']"
denní stacionáře,Denní stacionáře (6875763),Diakonie ČCE - středisko BETLÉM,"Císařova 394/27, 691 72 Klobouky u Brna",18510949,Domov Narnie,Prantlová Veronika,"Morkůvky 129, 691 72 Klobouky u Brna",1.1.2007,ambulantní,"osoby s kombinovaným postižením
osoby s mentálním postižením","děti předškolního věku (1 - 6 let)
mladší děti (7 –10 let)
starší děti (11 – 15 let)
dorost (16 – 18 let)
mladí dospělí (19 – 26 let)","počet klientů - 5
maximální okamžitá kapacita služby","pondělí:
7:00 - 17:00
úterý:
7:00 - 17:00
středa:
7:00 - 17:00
čtvrtek:
7:00 - 17:00
pátek:
7:00 - 17:00
sobota:
neděle:","['519423195', 'narnie@betlem.org', 'http://www.betlem.org/narnie']"
denní stacionáře,Denní stacionáře (8496098),Diakonie ČCE - středisko CESTA,"Na Stavidle 1266, Uherské Hradiště, 686 01 Uherské Hradiště 1",65267991,Diakonie ČCE - středisko CESTA,Bc. Zuzana Hoffmannová,"Na Stavidle 1266, Uherské Hradiště, 686 01 Uherské Hradiště 1",5.1.1998,ambulantní,"osoby s kombinovaným postižením
osoby s mentálním postižením",mladší děti (6 - 10 let) starší děti (11 - 15 let) dorost (16 - 18 let) mladí dospělí (19 - 26 let) dospělí (27 - 40 let),"počet klientů - 12
Kapacita okamžitá","pondělí:
7:30 - 15:00
úterý:
7:30 - 15:00
středa:
7:30 - 15:00
čtvrtek:
7:30 - 15:00
pátek:
7:30 - 15:00
sobota:
neděle:","['734 267 722', '572 557 273', 'stacionar@strediskocesta.cz', 'http://strediskocesta.cz']"
denní stacionáře,Denní stacionáře (8936839),Diakonie ČCE - středisko Praha,"Vlachova 1502/20, Praha 13-Stodůlky, 155 00 Praha 515",62931270,Denní stacionář Ratolest,"Radka Baštová, DiS.","Saratovská 3392/8, Praha 10-Strašnice, 100 00 Praha 10",1.1.2016,ambulantní,"osoby s kombinovaným postižením
osoby s mentálním postižením","mladší děti (7 –10 let)
starší děti (11 – 15 let)
dorost (16 – 18 let)
mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)","počet klientů - 25
Jedná se o okamžitou kapacitu.","pondělí:
7:00 - 16:00
úterý:
7:00 - 16:00
středa:
7:00 - 16:00
čtvrtek:
7:00 - 16:00
pátek:
7:00 - 16:00
sobota:
neděle:","['274 821 297', '274 812 185', 'strasnice@diakonie-praha.cz', 'ratolest@diakonie-praha.cz', 'www.diakonie-praha.cz']"
denní stacionáře,Denní stacionáře (7218271),Diakonie ČCE - středisko Praha,"Vlachova 1502/20, Praha 13-Stodůlky, 155 00 Praha 515",62931270,Denní stacionář Na palubě,Irena Kovaříková,"Vlachova 1502/20, Praha 13-Stodůlky, 155 00 Praha 515",1.1.2009,ambulantní,osoby s kombinovaným postižením,"Sociální služba je poskytována této věkové kategorii : 19 - 26 let věku 27 - 35 let věku
Služba je poskytována ve věkové kategorii: 19 - 26 let věku a 27 - 45 let věku.",počet klientů - 6,"pondělí:
7:00 - 16:00
úterý:
7:00 - 16:00
středa:
7:00 - 16:00
čtvrtek:
7:00 - 16:00
pátek:
7:00 - 16:00
sobota:
neděle:","['235 312 981', 'stacionar@diakonie-praha.cz', 'www.diakonie-praha.cz']"
denní stacionáře,Denní stacionáře (8259280),Diakonie ČCE - středisko Střední Čechy,"Kouřimská 15, Kolín I, 280 02 Kolín 2",42744326,Denní stacionář Diakonie Čáslav,Bc. Stanislava Solařová,"Komenského náměstí 140/8, Čáslav-Staré Město, 286 01 Čáslav",11.9.1991,ambulantní,"osoby s kombinovaným postižením
osoby s mentálním postižením
osoby s těžkým mentálním postižením nebo i s autismem, kteří potřebují vysokou míru individuální pomoci
osoby se zdravotním postižením","dorost (16 – 18 let)
mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)","počet klientů - 12
osoby s těžkým mentálním postižením nebo i s autismem, kteří potřebují vysokou míru individuální pomoci","pondělí:
6:30 - 15:30
úterý:
6:30 - 15:30
středa:
6:30 - 15:30
čtvrtek:
6:30 - 15:30
pátek:
6:30 - 15:30
sobota:
neděle:","['736 485 455', '327 316 595', 'solarova.stred@diakonie.cz', 'www.diakonie-stred.cz']"
denní stacionáře,Denní stacionáře (3342196),Diakonie ČCE - středisko v Ostravě,"Syllabova 1278/19, Vítkovice, 703 00 Ostrava 3",41035526,Domovinka pro seniory - denní stacionář,Mgr. Jitka Rýznarová,"Syllabova 1306/20, Vítkovice, 703 00 Ostrava 3",22.11.1999,ambulantní,"osoby s chronickým onemocněním
od 50 let věku
osoby s tělesným postižením
od 50 let věku
osoby se zdravotním postižením
od 50 let věku
senioři
od 65 let věku",od 50 let,počet klientů - 7,"pondělí:
6:30 - 15:30
úterý:
6:30 - 15:30
středa:
6:30 - 15:30
čtvrtek:
6:30 - 15:30
pátek:
6:30 - 15:30
sobota:
neděle:","['595 781 611', '595 781 611', 'ryznarova.ostrava@diakonie.cz', 'domovinka.ostrava@diakonie.cz', 'http://www.diakonie.cz', 'http://www.ostrava.diakonie.cz']"
denní stacionáře,Denní stacionáře (1567065),Diakonie ČCE - středisko ve Dvoře Králové nad Labem,"nábřeží Benešovo 1067, 544 01 Dvůr Králové nad Labem",43462162,Denní centrum pro seniory,Mgr. Zdeněk Hojný,"nábřeží Benešovo 1067, 544 01 Dvůr Králové nad Labem",15.11.2003,ambulantní,"senioři
Služby jsou určeny seniorům, kteří vzhledem ke svému stavu nepotřebují intenzivní zdravotní péči nebo nepřetržitý dohled.","mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet klientů - 10,"pondělí:
7:00 - 15:30
úterý:
7:00 - 15:30
středa:
7:00 - 15:30
čtvrtek:
7:00 - 15:30
pátek:
7:00 - 15:30
sobota:
neděle:","['499 621 094', 'dvur.kralove@diakoniecce.cz', 'http://www.diakoniecce.cz/dvur.kralove']"
denní stacionáře,Denní stacionáře (3734588),Diakonie ČCE - středisko ve Valašském Meziříčí,"Žerotínova 319/21, Valašské Meziříčí, 757 01 Valašské Meziříčí 1",47863561,Denní stacionář Dobromysl,Bc. Dana Vajdová,"Žerotínova 319/21, Valašské Meziříčí, 757 01 Valašské Meziříčí 1",1.10.2004,ambulantní,"osoby s chronickým duševním onemocněním
(Alzheimerova demence a jiné typy demencí)
osoby s jiným zdravotním postižením
senioři","dospělí (60 - 64 let), mladší senioři (65 - 80 let), starší senioři (nad 80 let)","počet klientů - 15
Jedná se o okamžitou kapacitu.","pondělí:
7:00 - 17:00
úterý:
7:00 - 17:00
středa:
7:00 - 17:00
čtvrtek:
7:00 - 17:00
pátek:
7:00 - 17:00
sobota:
neděle:","['737 391 341', 'stacionar@diakonievm.cz', 'http://www.diakonievm.cz']"
denní stacionáře,Denní stacionáře (3893111),Diakonie ČCE - středisko Vsetín,"Strmá 34, Vsetín, 755 01 Vsetín 1",73633178,Denní stacionář ZAHRADA,Mgr. Milena Orságová,"Strmá 26, Vsetín, 755 01 Vsetín 1",1.9.2010,ambulantní,"osoby s chronickým duševním onemocněním
s Alzheimerovou chorobou a jinými typy demencí
osoby s chronickým onemocněním
senioři",dospělí (50 - 64 let) mladší senioři (65 - 80 let) starší senioři (nad 80 let),"počet klientů - 12
Uvedená kapacita znamená, že v daný okamžik můžeme poskytnout služby zároveň maximálně 12 klientům.","pondělí:
7:30 - 17:00
úterý:
7:30 - 17:00
středa:
7:30 - 17:00
čtvrtek:
7:30 - 17:00
pátek:
7:30 - 17:00
sobota:
neděle:","['739332964', '571 999 407', '571 420 617', 'orsagova.vsetin@diakonie.cz', 'http://diakonievsetin.cz']"
denní stacionáře,Denní stacionáře (5609952),Diakonie ČCE - středisko Západní Čechy,"Prokopova 207/25, Plzeň 3-Jižní Předměstí, 301 00 Plzeň 1",45331154,Stacionář Plamínek pro osoby s postižením,Mgr. et Mgr. Václava Bláhová,"Kostelní 9, Merklín, 334 52 Merklín u Přeštic",1.1.2019,ambulantní,"osoby s kombinovaným postižením
osoby s mentálním postižením
osoby se zdravotním postižením",mladí dospělí (19 - 26 let) dospělí (27 - 60 let),počet klientů - 22,"pondělí:
7:00 - 15:30
úterý:
7:00 - 15:30
středa:
7:00 - 15:30
čtvrtek:
7:00 - 15:30
pátek:
7:00 - 14:00
sobota:
neděle:","['773 683 195', 'plaminek@diakoniezapad.cz', 'www.diakoniezapad.cz']"
denní stacionáře,Denní stacionáře (4827788),Diakonie ČCE - středisko Západní Čechy,"Prokopova 207/25, Plzeň 3-Jižní Předměstí, 301 00 Plzeň 1",45331154,Stacionář Človíček pro osoby s postižením,Mgr. et Mgr. Václava Bláhová,"Kralovická 1562/35, Plzeň 1-Bolevec, 323 00 Plzeň 23",1.1.2012,ambulantní,"osoby s kombinovaným postižením
osoby s mentálním postižením","děti předškolního věku (4 - 7 let), mladší děti (7 - 10 let), starší děti (11 - 15 let), dorost ( 16 - 18 let), mladí dospělí (19 - 26 let), dospělí (27 - 45 let) .","počet klientů - 28
Jedná se o okamžitou kapacitu. Denní kapacita je 28 klientů.","pondělí:
6:30 - 16:00
úterý:
6:30 - 16:00
středa:
6:30 - 16:00
čtvrtek:
6:30 - 16:00
pátek:
6:30 - 16:00
sobota:
neděle:","['377 531 710', '605 930 193', '732 307 845', '377 549 207', 'clovicek@diakoniezapad.cz', 'www.diakoniezapad.cz']"
denní stacionáře,Denní stacionáře (2338914),Diakonie ČCE - středisko Západní Čechy,"Prokopova 207/25, Plzeň 3-Jižní Předměstí, 301 00 Plzeň 1",45331154,Stacionář Kvítek pro osoby s postižením,Mgr. et Mgr. Václava Bláhová,"Plánická 174, Klatovy I, 339 01 Klatovy 1",1.1.2007,ambulantní,"osoby s jiným zdravotním postižením
osoby s diagnózou autismus
osoby s kombinovaným postižením
osoby s mentálním postižením",- dorost (18 let); - mladí dospělí (19 - 26 let); - dospělí (27 - 64 let),"počet klientů - 25
Jedná se o okamžitou kapacitu, z toho klienti používající vozík - 1 klient. Denní kapacita je 25 klientů.","pondělí:
7:00 - 15:00
úterý:
7:00 - 15:00
středa:
7:00 - 15:00
čtvrtek:
7:00 - 15:00
pátek:
7:00 - 14:00
sobota:
neděle:","['734 264 220', 'kvitek@diakoniezapad.cz', 'www.diakoniezapad.cz']"
denní stacionáře,Denní stacionáře (6347455),Diakonie ČCE - středisko Západní Čechy,"Prokopova 207/25, Plzeň 3-Jižní Předměstí, 301 00 Plzeň 1",45331154,Stacionář Korálek pro osoby s postižením,Mgr. et Mgr. Václava Bláhová,"Soběkury 63, 334 01 Přeštice",1.1.2007,ambulantní,"osoby s jiným zdravotním postižením
osoby s diagnózou autismus
osoby s mentálním postižením
osoby se zdravotním postižením",- dorost (18 let); - mladí dospělí (19 - 26 let); - dospělí ( 27 - 50 let),"počet klientů - 18
Jedná se o okamžitou kapacitu, z toho maximálně 2 klienti používající vozík. Denní kapacita je 18 klientů.","pondělí:
7:00 - 18:00
úterý:
7:00 - 18:00
středa:
7:00 - 18:00
čtvrtek:
7:00 - 18:00
pátek:
7:00 - 15:30
sobota:
neděle:","['377 912 250', '773 683 189', 'koralek@diakoniezapad.cz', 'www.diakoniezapad.cz']"
denní stacionáře,Denní stacionáře (4282406),Diecézní charita Brno,"třída Kpt. Jaroše 1928/9, Brno-střed, Černá Pole, 602 00 Brno 2",44990260,Denní stacionář Pohodář Luka nad Jihlavou,Jana Jelínková,"nám. 9. května 357, 588 22 Luka nad Jihlavou",1.1.2016,ambulantní,"osoby se zdravotním postižením
senioři","Primárně je služba určena pro seniory, v případě volné kapacity mohou službu využívat i osoby se zdravotním postižením.","počet klientů - 15
Jedná se o maximální denní kapacitu.","pondělí:
7:00 - 16:00
úterý:
7:00 - 16:00
středa:
7:00 - 16:00
čtvrtek:
7:00 - 16:00
pátek:
7:00 - 16:00
sobota:
neděle:","['734 161 683', 'pohodar@jihlava.charita.cz', 'www.jihlava.charita.cz']"
denní stacionáře,Denní stacionáře (3193178),Diecézní charita Brno,"třída Kpt. Jaroše 1928/9, Brno-střed, Černá Pole, 602 00 Brno 2",44990260,Rosa - denní stacionář,"Bc. Petra Königová, DiS.","Pod Horou 191, 593 01 Bystřice nad Pernštejnem",1.1.2015,ambulantní,"osoby s kombinovaným postižením
osoby s mentálním postižením",Cílovou skupinou jsou osoby ve věku od 6 do 60 let.,"počet klientů - 18
Jedná se o okamžitou kapacitu.","pondělí:
7:00 - 16:00
úterý:
7:00 - 16:00
středa:
7:00 - 16:00
čtvrtek:
7:00 - 16:00
pátek:
7:00 - 16:00
sobota:
neděle:","['733 592 268', 'stacionar.bystrice@charita.cz', 'www.zdar.charita.cz']"
denní stacionáře,Denní stacionáře (4409498),Diecézní charita Brno,"třída Kpt. Jaroše 1928/9, Brno-střed, Černá Pole, 602 00 Brno 2",44990260,Nesa - denní stacionář Velké Meziříčí,Mgr. Ing. Alena Poulová,"Čechova 1660/30, 594 01 Velké Meziříčí",1.1.2007,ambulantní,"osoby s kombinovaným postižením
osoby s mentálním postižením",Cílovou skupinou jsou osoby od 4 do 55 let.,"počet klientů - 20
okamžitá kapacita","pondělí:
6:30 - 16:00 - Velké Meziříčí
úterý:
6:30 - 16:00 - Velké Meziříčí
středa:
6:30 - 16:00 - Velké Meziříčí
čtvrtek:
6:30 - 16:00 - Velké Meziříčí
pátek:
6:30 - 16:00 - Velké Meziříčí
sobota:
neděle:","['777 155 376', '566 522 867', 'stacionar.velmez@zdar.charita.cz', 'http://www.zdar.charita.cz']"
denní stacionáře,Denní stacionáře (5064603),Diecézní charita Brno,"třída Kpt. Jaroše 1928/9, Brno-střed, Černá Pole, 602 00 Brno 2",44990260,Denní stacionář sv. Damiána Znojmo,Mgr. Soňa Foitová,"Mašovická 3167/10, Znojmo, 669 02 Znojmo 2",1.1.2007,ambulantní,"osoby s kombinovaným postižením
osoby s mentálním postižením","mladší děti (7 –10 let)
starší děti (11 – 15 let)
dorost (16 – 18 let)
mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)",počet klientů - 25,"pondělí:
6:30 - 15:30
úterý:
6:30 - 15:30
středa:
6:30 - 15:30
čtvrtek:
6:30 - 15:30
pátek:
6:30 - 15:30
sobota:
neděle:","['515220204', 'damian@znojmo.charita.cz', 'http://znojmo.charita.cz/']"
denní stacionáře,Denní stacionáře (8089034),Diecézní charita Brno,"třída Kpt. Jaroše 1928/9, Brno-střed, Černá Pole, 602 00 Brno 2",44990260,Domovinka Třebíč,Mgr. Tomáš Barák,"Gen. Sochora 705, Nové Dvory, 674 01 Třebíč 1",1.1.2007,ambulantní,"osoby s tělesným postižením
osoby se zdravotním postižením
senioři","mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)","počet klientů - 17
Uvedený počet kllientů je maximální denní kapacita zařízení.","pondělí:
7:00 - 16:00
úterý:
7:00 - 16:00
středa:
7:00 - 16:00
čtvrtek:
7:00 - 16:00
pátek:
7:00 - 16:00
sobota:
neděle:","['568851146', '776 252 615', 'tomas.barak@charita.cz', 'http://www.trebic.charita.cz']"
denní stacionáře,Denní stacionáře (8981293),Diecézní charita Brno,"třída Kpt. Jaroše 1928/9, Brno-střed, Černá Pole, 602 00 Brno 2",44990260,Stacionář Úsměv Třebíč,Mgr. Tomáš Barák,"Gen. Sochora 705, Nové Dvory, 674 01 Třebíč 1",1.1.2007,ambulantní,"osoby s kombinovaným postižením
osoby s mentálním postižením
Cílovou skupinu tvoří lidé s mentálním postižením, nebo s mentálním postižením v kombinaci s postižením tělesným, smyslovým či s duševním onemocněním.",Služba je poskytována osobám s mentálním a kombinovaným postižením ve věku od 16 do 70 let,počet klientů - 28,"pondělí:
6:00 - 15:00
úterý:
6:00 - 15:00
středa:
6:00 - 15:00
čtvrtek:
6:00 - 15:00
pátek:
6:00 - 15:00
sobota:
neděle:","['568851088', '776252615', 'usmev.trebic@caritas.cz', 'http://www.trebic.charita.cz']"
denní stacionáře,Denní stacionáře (3942745),Diecézní charita Brno,"třída Kpt. Jaroše 1928/9, Brno-střed, Černá Pole, 602 00 Brno 2",44990260,EFFETA denní stacionář Brno,Bc. Karel Weishäupel,"Strnadova 2414/14, Líšeň, 628 00 Brno 28",1.11.2015,ambulantní,"osoby s kombinovaným postižením
Lidé s mentálním a kombinovaným postižením a s autismem v dospívajícím a dospělém věku z Brna a okolí
osoby s mentálním postižením","mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)",počet klientů - 53,"pondělí:
6:30 - 16:00
úterý:
6:30 - 16:00
středa:
6:30 - 16:00
čtvrtek:
6:30 - 16:00
pátek:
6:30 - 16:00
sobota:
neděle:","['544 423 044', '544 423 040', 'effeta@brno.charita.cz', 'http://brno.charita.cz/effeta-denni-stacionar/']"
denní stacionáře,Denní stacionáře (5925410),"Dobromysl, z. ú.","Bezručova 928, Beroun-Město, 266 01 Beroun 1",24198412,"Dobromysl, z. ú.",Mgr. Martina Bezrouková,"Bezručova 928, Beroun-Město, 266 01 Beroun 1",1.10.2018,ambulantní,"osoby s kombinovaným postižením
osoby s mentálním postižením",ve věku od 1 - 55 ti let,počet klientů - 25,"pondělí:
7:30 - 17:00
úterý:
7:30 - 17:00
středa:
7:30 - 17:00
čtvrtek:
7:30 - 17:00
pátek:
7:30 - 17:00
sobota:
neděle:","['775 660 966', '606 893 536', '606 893 536']"
denní stacionáře,Denní stacionáře (7611377),"Domov bez zámku Náměšť nad Oslavou, příspěvková organizace","V. Nezvala 115, 675 71 Náměšť nad Oslavou",71184601,"Domov bez zámku Náměšť nad Oslavou, příspěvková organizace",Mgr. Hana Šeráková,"V. Nezvala 115, 675 71 Náměšť nad Oslavou",19.2.2013,ambulantní,"osoby s kombinovaným postižením
Prioritní cílovou skupinou jsou klienti z Kraje Vysočina.
osoby s mentálním postižením
Prioritní cílovou skupinou jsou klienti z Kraje Vysočina.",- dorost (od 18 let) - mladí dospělí (19 – 26 let) - dospělí (27 - 64 let) - mladší senioři (65 - 80 let) - starší senioři (nad 80 let),"počet klientů - 30
maximální denní kapacita","pondělí:
7:00 - 16:00
úterý:
7:00 - 16:00
středa:
7:00 - 16:00
čtvrtek:
7:00 - 16:00
pátek:
7:00 - 16:00
sobota:
neděle:","['739 323 711', '568 619 450', 'reditelka@domovbz.cz', 'http://www.domovbezzamku.cz']"
denní stacionáře,Denní stacionáře (3446957),Domov Dědina,"Nádražní 709, 517 73 Opočno",42886163,Domov Dědina,Mgr. Alena Goisová,"Nádražní 709, 517 73 Opočno",1.1.2007,ambulantní,"osoby s kombinovaným postižením
Služba je určena pro osoby s bydlištěm v Královéhradeckém kraji, případně prokázanou vazbou na Královéhradecký kraj. Vždy musí být přítomno mentální postižení, které je kombinováno se zdravotním nebo smyslovým postižením (sluchové, zrakové).
osoby s mentálním postižením
Služba je určena pro osoby s bydlištěm v Královéhradeckém kraji, případně prokázanou vazbou na Královéhradecký kraj.",- osoby od 18 let výše,počet klientů - 5,"pondělí:
7:00 - 15:30
úterý:
7:00 - 15:30
středa:
7:00 - 15:30
čtvrtek:
7:00 - 15:30
pátek:
7:00 - 15:30
sobota:
neděle:","['493 814 563', 'opocno@domov-dedina.cz', 'http://www.domov-dedina.cz']"
denní stacionáře,Denní stacionáře (8944661),"Domov Jeřabina Pelhřimov, příspěvková organizace","U Elektrárny 1965, 393 01 Pelhřimov",511676,"Domov Jeřabina Pelhřimov, příspěvková organizace",Mgr. Bc. Petr Krčál,"Rudé armády 715, 394 64 Počátky",1.7.2015,ambulantní,"osoby s jiným zdravotním postižením
osoby s autismem
osoby s kombinovaným postižením
osoby s mentálním postižením v kombinaci s postižením tělesným nebo smyslovým
osoby s mentálním postižením",- dorost (18 let) - mladí dospělí (19 - 26 let) - dospělí (27 - 64 let) - mladší senioři (65 - 80 let) - starší senioři (nad 80 let),počet klientů - 44,"pondělí:
7:30 - 16:00
úterý:
7:30 - 16:00
středa:
7:30 - 16:00
čtvrtek:
7:30 - 16:00
pátek:
7:30 - 16:00
sobota:
neděle:","['565443926', 'info@domovjerabina.cz', 'www.domovjerabina.cz']"
denní stacionáře,Denní stacionáře (3555035),"Domov Kopretina Černovice, příspěvková organizace","Dobešovská 1, Černovice, 394 94 Černovice u Tábora",70659001,"Domov Kopretina Černovice, příspěvková organizace",Ing. František Vránek,"Dobešovská 1, Černovice, 394 94 Černovice u Tábora",1.1.1962,ambulantní,"osoby s kombinovaným postižením
osoby s mentálním postižením","děti předškolního věku (1 - 6 let)
mladší děti (7 –10 let)
starší děti (11 – 15 let)
dorost (16 – 18 let)
mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)
mladší senioři (65 – 80 let)",počet klientů - 5,"pondělí:
6:00 - 18:00
úterý:
6:00 - 18:00
středa:
6:00 - 18:00
čtvrtek:
6:00 - 18:00
pátek:
6:00 - 18:00
sobota:
neděle:","['565427111', '565427198', 'info@domovkopretina.cz', 'www.domovkopretina.cz']"
